m_id,me_id,employment_status,eff_dt
63426,158033,Hired - Return to Work,2015-03-13
46149,222444,Hired - Return to Work,2011-07-22
103686,230303,Hired - Return to Work,2012-09-14
69349,257588,Hired - Return to Work,2011-07-22
13070,251803,Service Start,2017-06-30
116621,203575,Service Start,2009-04-20
43586,133910,Service Start,2016-06-06
42454,169556,Service Start,2005-09-26
82918,216627,Service Start,2014-01-27
91702,244157,Service Start,1989-02-13
55904,195643,Service Start,2007-03-05
1861,250284,Service Start,2004-05-24
1372,265476,Entered Old DROP,2015-06-23
100649,157808,Service Start,2009-11-16
72502,259479,Service Start,2007-04-16
34150,172939,Service Start,2012-08-24
116264,234336,Industrial Leave (Non-Contributing),2017-07-01
123597,242248,Entered Old DROP,2017-02-09
16297,208738,Service Start,2014-01-27
2344,250994,Service Start,2013-12-09
19170,207729,Service Start,2008-11-03
80614,167804,Service Start,2014-12-22
117935,176285,Service Start,1999-11-01
54698,206784,Service Start,1990-06-18
92609,140712,Service Start,2014-04-04
82181,200439,Service Start,1990-02-19
112948,257406,Service Start,2016-12-19
114445,153520,Service Start,1999-12-05
123069,146381,Entered Old DROP,2015-06-26
106793,203027,Service Start,1998-09-21
46206,169778,Entered Reverse DROP,2016-02-01
82822,247739,Service Start,2001-11-05
49631,191072,Service Start,1995-06-05
34758,183477,Entered Old DROP,2013-10-15
112498,214065,Service Start,2000-08-20
118216,168881,Entered Old DROP,2017-02-28
35756,245319,Entered Old DROP,2015-04-16
11583,150833,Service Start,2007-07-01
33803,143674,Entered Old DROP,2016-04-30
88110,129321,Service Start,2002-06-16
65713,168732,Entered Old DROP,2014-12-19
30500,142894,Service Start,1996-07-29
40127,225042,Entered Old DROP,2014-05-28
111503,133713,Service Start,2009-07-01
74126,201132,Entered Old DROP,2013-04-16
101927,177102,Service Start,2007-02-05
73096,209471,Service Start,1992-02-10
57912,231249,Entered Old DROP,2015-10-17
877,211869,Service Start,1998-07-20
108060,164163,Service Start,2000-01-10
120055,190651,Service Start,2000-10-02
48372,195546,Service Start,2002-04-22
117864,213647,Service Start,2011-10-24
1344,215231,Service Start,2008-11-01
86663,196475,Service Start,2004-01-24
24796,143688,Entered Old DROP,2016-07-29
36336,167005,Service Start,1991-05-13
24327,168990,Entered Old DROP,2016-05-31
92694,266143,Service Start,2006-03-13
62770,196617,Service Start,2007-07-01
42738,174436,Hired - Return to Work,2011-07-09
83611,208377,Entered Old DROP,2017-05-27
44981,217925,Service Start,2010-09-20
115903,216827,Entered Old DROP,2016-06-03
62361,224356,Service Start,1998-01-20
52909,229879,Service Start,2005-07-01
22186,221682,Service Start,2010-12-10
1516,126166,Entered Old DROP,2016-05-31
77550,262952,Entered Old DROP,2013-10-31
85400,156384,Service Start,2007-07-01
39999,138978,Service Start,2004-05-15
78128,247658,Entered Old DROP,2016-05-25
62409,205610,Entered Old DROP,2015-02-18
57576,229153,Entered Old DROP,2015-10-31
44806,168367,Hired - Return to Work,2011-07-09
79745,194242,Entered Old DROP,2013-11-13
116582,226734,Service Start,2006-08-13
14044,176961,Entered Old DROP,2014-06-25
34481,201385,Service Start,2002-07-29
9302,129283,Service Start,2002-12-09
117162,165300,Service Start,2003-12-08
72168,165664,Service Start,2000-01-24
7446,164531,Service Start,2004-09-07
115923,247471,Service Start,2017-05-05
105190,244435,Service Start,1994-07-25
87639,218399,Entered Old DROP,2015-04-28
88015,152322,Service Start,2004-05-18
56433,248268,Entered Old DROP,2015-09-13
17080,228400,Service Start,2011-12-27
17878,196867,Service Start,2002-07-22
49108,227204,Entered Old DROP,2014-06-25
35935,195649,Service Start,2014-03-03
2408,206639,Entered Old DROP,2017-06-30
95522,134149,Service Start,2006-05-29
85142,142469,Service Start,1991-11-12
112216,232915,Entered Old DROP,2015-11-28
103601,151767,Entered Old DROP,2017-06-30
19086,216754,Service Start,2017-05-15
70882,193352,Service Start,1999-03-29
104413,182143,Service Start,2009-02-02
24835,177257,Service Start,2007-07-01
101554,200974,Service Start,2003-05-26
86283,256928,Entered Old DROP,2017-06-30
121767,188294,Service Start,1993-12-26
52687,136109,Service Start,2013-01-28
91481,202099,Service Start,2007-01-29
85366,172700,Service Start,2007-07-01
64733,176303,Service Start,1994-05-09
76867,176793,Leave Without Pay,2017-07-01
72175,159466,Service Start,2004-12-20
32591,180844,Service Start,2013-08-13
124653,261735,Service Start,1997-04-16
92039,128407,Service Start,2017-04-30
107218,163562,Service Start,2001-01-22
54618,138524,Service Start,1996-07-15
35452,255922,Service Start,2006-02-18
80417,218242,Service Start,2012-07-13
8016,252483,Entered Old DROP,2013-06-30
97019,216404,Service Start,2000-02-13
74187,208131,Service Start,1999-09-06
79882,156133,Service Start,2005-08-08
38546,155271,Service Start,2015-04-06
57781,242419,Service Start,2007-06-25
20959,252409,Service Start,2000-06-12
81955,218846,Service Start,2002-01-07
102870,168360,Service Start,2013-02-04
10003,151418,Service Start,2006-06-25
9877,248571,Entered Old DROP,2016-09-15
34199,243758,Service Start,2013-08-03
80447,188663,Service Start,1996-10-27
57787,139402,Service Start,2013-12-01
43473,181022,Service Start,1997-05-19
23242,254764,Service Start,1999-05-03
15287,171632,Entered Old DROP,2014-01-11
5433,181797,Service Start,2016-06-20
41124,186981,Service Start,2016-10-24
71356,132923,Service Start,2006-05-07
20573,133023,Service Start,2002-11-18
78831,200775,Service Start,2011-01-10
110166,263666,Service Start,1990-07-07
31716,172342,Service Start,1999-06-21
29297,144502,Service Start,2010-11-01
95058,221258,Entered Old DROP,2017-01-18
118049,213374,Service Start,2007-09-28
29782,134000,Service Start,2016-12-05
11452,153445,Service Start,2016-03-28
106202,265800,Service Start,2014-01-13
114096,186094,Service Start,2015-11-16
551,156581,Service Start,1998-05-18
55481,188250,Service Start,2004-06-01
64018,203253,Service Start,2016-02-22
124631,234278,Service Start,2006-11-06
112231,253584,Service Start,2000-01-19
15245,266034,Service Start,2007-05-21
108991,263008,Service Start,2015-07-18
91072,142187,Entered Old DROP,2015-01-11
9851,165448,Service Start,1999-12-17
28975,166353,Service Start,2016-02-01
89772,150395,Service Start,2005-01-31
39103,146988,Service Start,2007-07-01
75065,135771,Service Start,2003-06-30
83650,163871,Service Start,2013-09-03
105823,190810,Service Start,2015-08-03
91814,202511,Service Start,2002-11-16
27538,159892,Service Start,2007-07-01
49153,126142,Service Start,2014-03-03
41745,212354,Service Start,2005-12-19
55759,246014,Service Start,2006-11-13
16589,205294,Service Start,2011-03-14
93378,266766,Service Start,2007-07-01
56987,242074,Service Start,2005-07-01
42120,209133,Service Start,2002-04-27
64956,191013,Service Start,2009-11-16
100884,169033,Service Start,2000-04-09
39860,201105,Service Start,1997-07-18
61288,129190,Service Start,2014-03-10
109276,136035,Service Start,2012-07-31
114799,135637,Service Start,1998-07-27
4991,202948,Service Start,2008-04-07
67188,125472,Service Start,2015-06-22
105464,138750,Service Start,2015-05-04
83181,139379,Service Start,2006-11-15
22079,250212,Service Start,2006-01-30
47875,177941,Service Start,2005-12-19
47548,139245,Service Start,2014-01-13
67196,125667,Service Start,2015-02-02
112144,253342,Service Start,2016-02-19
74091,141057,Service Start,2005-10-01
11953,215034,Service Start,2005-07-11
31124,157861,Service Start,2012-01-30
110858,164663,Service Start,1987-08-31
40441,252984,Service Start,1995-05-15
78594,245809,Service Start,2013-01-02
55223,223953,Service Start,2000-09-29
59086,161603,Service Start,2002-06-17
81104,202901,Service Start,1998-01-25
76900,246786,Service Start,2003-12-01
98954,127815,Service Start,2001-09-17
83673,175652,Service Start,2007-04-02
82415,243063,Service Start,2004-08-04
122422,239657,Service Start,2000-09-30
101527,126942,Service Start,2006-06-05
64703,160168,Service Start,1994-07-01
115931,131313,Service Start,2003-06-09
109867,245719,Service Start,2017-01-02
74756,256647,Service Start,2014-07-30
72651,161800,Service Start,2007-07-23
43206,192432,Service Start,2002-03-04
40360,210027,Service Start,2016-11-21
95132,128481,Service Start,2002-01-14
82206,259633,Entered Old DROP,2013-06-20
29509,232889,Service Start,2002-05-06
68704,208173,Service Start,2013-01-07
4039,186717,Service Start,2007-07-01
41221,189604,Service Start,2007-07-01
32746,259187,Service Start,2007-09-24
98964,240814,Service Start,2015-10-19
41323,223618,Service Start,2009-04-13
56613,224982,Service Start,2006-09-18
50301,238718,Service Start,2014-02-03
83688,126830,Service Start,2006-01-16
61193,162954,Service Start,1999-03-26
70001,177781,Service Start,2014-08-11
54505,255841,Service Start,2004-09-13
86036,146107,Service Start,2008-06-30
15111,156757,Service Start,2004-07-24
99447,239065,Service Start,2007-07-06
101190,264513,Service Start,2014-01-06
29291,210601,Service Start,2016-01-25
122828,251620,Service Start,1997-01-20
51600,175679,Service Start,2011-11-04
46562,229855,Hired - Return to Work,2015-10-10
73743,206801,Service Start,2017-01-02
71387,134800,Service Start,2010-10-18
45602,178699,Service Start,2009-07-23
83421,162957,Service Start,2008-04-07
27537,132976,Service Start,2016-09-12
113855,232678,Service Start,2017-01-09
31331,142814,Service Start,2000-07-30
67362,213694,Service Start,1989-10-16
106136,246618,Service Start,2013-08-04
124309,131948,Service Start,2015-10-26
3577,136934,Service Start,2006-02-01
109996,163373,Service Start,2008-02-25
114380,181973,Service Start,2015-05-18
30041,219106,Service Start,2002-01-21
118629,263774,Service Start,2012-02-20
103630,199635,Service Start,1988-10-17
89694,135743,Service Start,1997-11-21
48555,154511,Service Start,1989-12-18
78914,182655,Service Start,2015-05-18
64940,204370,Entered Old DROP,2014-09-20
8756,200619,Service Start,2005-07-01
121052,187042,Service Start,1992-09-21
42370,176672,Service Start,1991-07-01
81612,141706,Service Start,1992-05-26
73995,184301,Service Start,2017-06-05
124530,216153,Service Start,2007-01-08
98943,197371,Service Start,2007-10-22
107321,254504,Service Start,2001-01-08
82858,145654,Service Start,2004-02-02
36042,141378,Service Start,2007-03-01
104068,126624,Service Start,2005-07-01
115166,206662,Service Start,2011-02-28
103460,249788,Service Start,1999-06-21
10564,213222,Service Start,2010-10-25
55775,169271,Entered Old DROP,2017-04-30
18272,150923,Service Start,2007-03-19
28337,174309,Service Start,2000-11-20
121883,173604,Service Start,2008-03-17
47823,169495,Service Start,2002-02-25
36293,252371,Service Start,2006-08-14
73977,148911,Service Start,2016-09-25
51927,236497,Service Start,2007-11-05
72398,265988,Service Start,2012-01-28
68515,212173,Service Start,2000-07-03
94534,222881,Service Start,2002-05-13
78209,249568,Entered Old DROP,2012-09-12
88499,145761,Entered Old DROP,2016-12-31
6001,177620,Service Start,2013-10-03
11843,138895,Service Start,1998-08-17
102043,207165,Service Start,1999-03-29
51425,187559,Service Start,2013-09-25
13620,165380,Entered Old DROP,2015-02-15
61454,248527,Service Start,2001-01-05
24008,217322,Service Start,1999-08-26
22562,241681,Service Start,2005-12-27
73817,176247,Entered Old DROP,2014-11-26
101070,263149,Service Start,2014-11-10
22834,180561,Entered Old DROP,2017-02-10
93220,162645,Service Start,2008-06-23
25016,258669,Service Start,2005-08-15
104227,140438,Service Start,2017-02-06
99636,130294,Service Start,2006-11-13
95561,235746,Service Start,2007-11-02
106704,228918,Service Start,2013-07-08
49506,178141,Service Start,2008-01-21
44202,255601,Service Start,2001-07-09
19639,207364,Service Start,2005-09-26
25262,259467,Service Start,2017-05-28
121166,166224,Service Start,2004-05-24
99608,184309,Service Start,2000-09-04
49074,165515,Service Start,2016-12-27
83953,238645,Service Start,2000-06-26
46485,193685,Service Start,2011-01-10
82482,127562,Service Start,2015-07-17
100708,170566,Non-Presidential Military Leave (Non-Contributing),2017-06-25
115437,132076,Service Start,2014-06-16
5195,245295,Service Start,1999-07-05
45788,174940,Service Start,2015-02-09
69870,221311,Service Start,2003-01-11
34106,212097,Hired - Return to Work,2011-07-10
11302,180805,Entered Old DROP,2014-03-13
84062,164735,Service Start,2000-05-11
14756,157033,Service Start,1998-08-23
39269,148137,Service Start,2002-05-27
2532,230836,Service Start,1995-06-12
112605,252971,Service Start,2007-07-01
10600,251018,Service Start,2013-07-01
116722,222942,Service Start,2009-02-23
91729,178751,Service Start,2010-04-26
17877,199960,Service Start,2002-05-24
111371,259795,Service Start,2004-10-04
36576,266841,Service Start,2001-01-08
110923,217501,Service Start,1997-05-19
1554,158803,Service Start,2017-03-20
85458,165520,Service Start,2003-01-20
72598,211823,Service Start,2012-01-16
115337,249139,Service Start,2014-11-13
98182,144338,Service Start,2014-09-20
37250,179020,Service Start,2013-11-18
114151,144377,Service Start,2008-04-21
94759,174455,Service Start,1997-03-03
103338,250620,Service Start,2005-10-24
124281,255190,Service Start,2008-08-18
83492,126261,Service Start,2008-07-07
80031,190602,Service Start,1990-07-09
31225,237993,Service Start,2017-06-12
97320,218474,Service Start,2007-07-01
15283,146837,Service Start,2009-12-14
97424,151331,Service Start,2004-06-21
71557,165593,Service Start,2017-01-30
113494,214545,Service Start,2011-05-16
5885,236859,Service Start,2008-07-01
4732,184993,Service Start,1994-08-01
69795,168444,Hired - Return to Work,2014-08-18
21097,249438,Hired - Return to Work,2017-02-21
92504,127030,Service Start,2005-08-15
47425,136087,Service Start,2007-01-19
86646,125468,Service Start,2007-07-01
110708,234081,Service Start,2016-02-08
7216,140616,Service Start,2008-06-30
84176,149167,Entered Old DROP,2015-12-31
1318,206753,Entered Old DROP,2016-06-22
51443,158772,Entered Old DROP,2016-07-31
54671,211906,Service Start,2006-08-01
4414,247291,Service Start,2003-07-21
39780,218816,Service Start,1999-10-16
44483,220967,Entered Old DROP,2016-07-24
45196,128601,Service Start,2014-02-24
15130,208638,Service Start,2001-10-21
64990,213600,Service Start,2013-07-23
98373,254814,Service Start,2007-01-16
14416,195321,Service Start,2001-09-17
118332,159534,Service Start,2016-03-21
19334,256291,Service Start,2003-11-10
102300,247031,Service Start,2013-05-30
14915,154705,Service Start,2017-01-09
41349,172577,Hired - Return to Work,2014-01-04
45764,133318,Service Start,2007-01-24
120163,181440,Service Start,2007-05-29
99343,191665,Service Start,1995-10-16
116998,144468,Service Start,2006-06-25
15152,220682,Service Start,2003-10-25
95577,205540,Entered Old DROP,2017-01-31
5735,194002,Service Start,2004-02-16
